state,action_0,action_1,action_2,action_3
37,15.456747901229408,-0.8200000000000001,-0.9000000000000001,-0.8
38,13.761869322989126,-0.8056400785725075,-0.9000000000000001,-0.5698649441505454
39,8.615571638703795,-2.3472494208242383,-2.1029316537983136,-2.0
40,12.263179618037586,-1.02,-0.8,-1.060363416272633
41,13.241703134612766,-0.51,-0.4,-0.5
42,3.6068450767290714,-2.80946792703223,-2.0,-2.4000000000000004
43,7.517231110903084,-0.61,-1.0,-1.2000000000000002
44,16.278193041528624,-2.4400000000000004,-1.3757353526491558,-2.3420000000000005
45,0.18633527360197483,-3.382024904750217,-3.000000000000001,-2.8000000000000007
46,10.208267785309705,-2.8369999999999997,-2.414337268733101,-2.8000000000000007
47,15.48463078563454,-1.42,-1.2998222074884977,-1.4000000000000001
48,0.010971280349451523,1.385916670966116,7.981539897135876,0.20101455032944165
49,-0.21000000000000002,0.4612326173121048,6.728609148305022,0.6015863507459175
50,-0.6336938514606442,-0.060834525951927954,5.515837675952873,0.3489698075138333
51,-0.9572420837432535,-0.31000000000000005,4.693544543244877,-0.036450478285151355
52,-0.31000000000000005,-0.31000000000000005,2.883042938131905,-0.24846373624966864
53,-0.9390597077348919,-0.25057805879425293,3.748788890938165,0.0
54,-0.41,-0.7689999999999999,2.033188131261102,0.0
55,-0.5559358857736447,-0.41,0.2703179584588456,-0.7551486157790834
56,-0.6191600482849797,-0.41,3.6071174432499986,-0.4
57,-1.069,-0.51,0.5280109422763561,0.0
58,-0.8538860011569167,-1.02,5.099200679448554,-1.3104702266384511
59,2.6943543661770684,-2.0069065576141787,-1.4517528819407095,-1.8732309807298058
60,0.3113641524646721,-0.4535913387382412,4.590109840544058,0.0
61,-0.5690000000000001,-0.41801217489204356,6.003278536109662,-0.2641
62,-0.31000000000000005,-0.31000000000000005,4.2719684615894575,0.0
63,-0.41,-0.41,1.5763148616401579,0.0
64,-0.98667333,-0.7465211047489317,1.2526550641201606,-0.3823689
65,-0.7603152423862238,-0.41,0.43062493160168375,-0.39269961952396243
66,-0.51,-0.51,0.15184987310953446,0.0
67,-1.3030657241739998,-1.02,-0.7282410580014469,-1.0
68,-1.0067034242500499,-1.02,-0.5960015214275827,-1.0
69,-1.2200000000000002,-1.7854848658405404,-1.236305807143271,-1.2000000000000002
70,-1.7016582326815528,-2.4265847952962694,-0.30455303390412486,-1.8000000000000003
71,-2.6210506232428803,-3.0500000000000007,-2.3512169049138163,-2.964100000000001
72,-0.41,-0.41,5.022078156400439,0.0
73,-0.41,-0.9941621444365025,2.4688028307591745,0.0
74,-0.41,-0.7192363922838072,2.923366637278062,0.0
75,-0.51,-1.361316,0.7722473182596916,-0.46935997856211203
76,2.2981653945159533,-1.02,-0.6056917057309019,-1.0
77,-0.51,-0.9835180355960094,3.446814239734203,-0.9709673242104739
78,-1.0250787745145922,-1.2200000000000002,-0.6558373009293399,-1.2000000000000002
79,-1.2394713092014358,-1.8300000000000005,-1.187987386493408,-1.8000000000000003
80,-1.5961,-1.8300000000000005,0.870164913605683,-1.8000000000000003
81,-2.3135779512398233,-2.083147635491959,-2.175131597352282,-2.05
82,-1.4149688069212194,-2.05969,-1.8454292618757102,-2.1000000000000005
83,-1.6458282845463001,-1.42,-1.3910187335354243,-1.4000000000000001
84,-0.9690000000000001,-0.51,4.5935585310195295,0.0
